D


Are you using a pocket PC? (Yes/No): 
*****V9.0d S/N130418 (c) 2001-2013*****
TRAFx Research Ltd. www.trafx.net
Fx:F6E0R1M3T2T_c26f26L33LN4P0A0E2_m064I2_d

Sets:N:H:000:030:E:060:000:F:Y:F:016:000:Y:000

  *Serial Number  :1305Rl
  *Counter name   :Saddlemire_bridge   
  *Mode           :Infrared (IR+)
  *Batt. voltage  :4.3
  *Stored records :01862

=TIME (yy-mm-dd hh:mm):17-05-04,15:09:31
=START(yy-mm-dd hh:mm):17-02-02,15:45
PERIOD (1/24/0=Timestamps) :000
DELAY     (see manual)     :030

17-02-02,15:46:15,1,0,0,0
17-02-02,15:46:20,1,0,0,0
17-02-03,13:28:44,1,0,0,0
17-02-03,13:38:44,1,0,0,0
17-02-03,14:22:04,1,0,0,0
17-02-03,14:22:13,1,0,0,0
17-02-03,14:47:29,1,0,0,0
17-02-03,14:49:18,1,0,0,0
17-02-03,14:51:39,1,0,0,0
17-02-03,15:38:14,1,0,0,0
17-02-03,15:54:58,1,0,0,0
17-02-03,15:55:00,1,0,0,0
17-02-03,15:57:17,1,0,0,0
17-02-03,15:57:19,1,0,0,0
17-02-03,16:07:34,1,0,0,0
17-02-03,16:18:09,1,0,0,0
17-02-03,16:23:13,1,0,0,0
17-02-04,07:46:05,1,0,0,0
17-02-04,09:08:41,1,0,0,0
17-02-04,09:34:38,1,0,0,0
17-02-04,10:05:35,1,0,0,0
17-02-04,10:27:25,1,0,0,0
17-02-04,10:55:24,1,0,0,0
17-02-04,10:55:27,1,0,0,0
17-02-04,11:38:29,1,0,0,0
17-02-04,11:38:35,1,0,0,0
17-02-04,11:49:18,1,0,0,0
17-02-04,11:49:23,1,0,0,0
17-02-04,12:05:27,1,0,0,0
17-02-04,12:05:29,1,0,0,0
17-02-04,12:05:34,1,0,0,0
17-02-04,12:21:47,1,0,0,0
17-02-04,12:36:38,1,0,0,0
17-02-04,12:36:41,1,0,0,0
17-02-04,12:36:44,1,0,0,0
17-02-04,12:38:26,1,0,0,0
17-02-04,12:40:26,1,0,0,0
17-02-04,13:00:09,1,0,0,0
17-02-04,13:00:10,1,0,0,0
17-02-04,14:04:45,1,0,0,0
17-02-04,14:04:50,1,0,0,0
17-02-04,14:17:00,1,0,0,0
17-02-04,15:19:53,1,0,0,0
17-02-04,15:19:58,1,0,0,0
17-02-04,15:50:31,1,0,0,0
17-02-04,16:03:06,1,0,0,0
17-02-04,17:30:37,1,0,0,0
17-02-04,17:45:55,1,0,0,0
17-02-04,17:45:57,1,0,0,0
17-02-04,17:45:59,1,0,0,0
17-02-04,17:46:01,1,0,0,0
17-02-04,17:46:03,1,0,0,0
17-02-04,17:46:11,1,0,0,0
17-02-04,17:46:14,1,0,0,0
17-02-04,17:46:21,1,0,0,0
17-02-04,17:46:24,1,0,0,0
17-02-05,09:59:24,1,0,0,0
17-02-05,12:00:36,1,0,0,0
17-02-05,12:12:49,1,0,0,0
17-02-05,13:40:31,1,0,0,0
17-02-05,13:40:33,1,0,0,0
17-02-05,13:43:08,1,0,0,0
17-02-05,13:43:11,1,0,0,0
17-02-05,14:12:12,1,0,0,0
17-02-05,14:12:15,1,0,0,0
17-02-05,14:58:40,1,0,0,0
17-02-05,15:12:53,1,0,0,0
17-02-05,15:17:39,1,0,0,0
17-02-05,15:18:11,1,0,0,0
17-02-05,15:18:19,1,0,0,0
